i0	i1	i2	i3	i4	i5	i6	s1	s2	s3	s4	s5	s6
Brandon_236.png	Oliver_138.png	Christina_134.png	Abby_205.png	Thomas_22.png	Erin_198.png	Jim_164.png	0.9874	1.0375	1.0603	1.0628	1.0672	1.0759
Anna_146.png	Monica_1.png	Sofia_16.png	Ivan_24.png	Rachel_151.png	Andrea_177.png	Abby_262.png	0.9421	0.951	0.9803	1.0041	1.0202	1.0418
Paula_133.png	Elizabeth_200.png	Kelly_12.png	Leah_161.png	Rachel_106.png	Greg_214.png	Jon_210.png	0.9602	1.0261	1.0286	1.0474	1.0654	1.0734
Ian_215.png	Michelle_178.png	Leah_200.png	Tony_193.png	Emma_230.png	Vanessa_162.png	Joey_238.png	0.968	0.9701	0.9903	0.9966	1.038	1.0448
Sergio_106.png	Ian_166.png	Jesse_27.png	Steve_112.png	Nathan_166.png	Cindy_122.png	Kyle_11.png	1.0519	1.0605	1.0762	1.0898	1.0923	1.0939
Michelle_125.png	Tina_127.png	Monica_169.png	Ivan_133.png	Christina_15.png	Emily_201.png	Angela_143.png	0.9356	0.9889	1.013	1.0208	1.0291	1.0328
Maggie_230.png	Christina_183.png	Emily_200.png	Stephanie_109.png	Michelle_125.png	Danny_154.png	Joel_181.png	0.975	1.0659	1.0728	1.0865	1.0871	1.1005
Melissa_14.png	Barbara_147.png	Noah_238.png	Zoe_350.png	Rachel_186.png	Julie_125.png	Christina_153.png	1.0363	1.0608	1.0608	1.0776	1.1026	1.1067
Kyle_195.png	Jesse_217.png	Ann_176.png	Jon_125.png	Joey_152.png	Ann_112.png	Jamie_14.png	1.1173	1.1273	1.1275	1.1381	1.1395	1.1435
Natalia_15.png	Eva_132.png	Maggie_254.png	Cindy_116.png	Joseph_190.png	Danielle_121.png	Elizabeth_151.png	1.0272	1.0493	1.0564	1.0567	1.066	1.07
Lauren_196.png	Erin_26.png	Kim_116.png	Zoe_197.png	Natalia_129.png	Joseph_116.png	Sarah_149.png	1.0845	1.0973	1.1251	1.1275	1.1349	1.1358
Noah_488.png	Joel_206.png	Nick_191.png	Jake_226.png	Amanda_188.png	Tyler_170.png	Emma_330.png	1.0797	1.1077	1.1149	1.1344	1.135	1.1375
Tyler_284.png	Patrick_151.png	Annie_105.png	Patrick_162.png	Andrea_168.png	Kim_198.png	Nancy_162.png	1.0747	1.0844	1.1105	1.1294	1.1345	1.1354
Emily_12.png	Victor_185.png	Nancy_209.png	Anthony_157.png	Patrick_35.png	Jackie_201.png	Rachel_188.png	1.039	1.0713	1.0851	1.093	1.0963	1.097
Lisa_120.png	Sarah_120.png	Marc_27.png	Samantha_231.png	Maggie_278.png	Katie_185.png	Tina_227.png	1.0538	1.0747	1.081	1.1047	1.1069	1.1118
Kelly_120.png	Christina_183.png	Jason_19.png	Joseph_226.png	Monica_18.png	Olivia_251.png	Emily_108.png	1.1116	1.1175	1.1193	1.1249	1.1314	1.1315
Amanda_134.png	Emma_163.png	Joel_185.png	Eva_233.png	Lauren_197.png	Abby_190.png	Christine_175.png	1.0265	1.0414	1.0544	1.069	1.0704	1.089
Cindy_174.png	Danielle_122.png	Zoe_16.png	Danielle_191.png	Jo_10.png	Kate_251.png	Joel_169.png	0.9012	0.9459	1.0146	1.0356	1.0467	1.048
Rachel_186.png	Annie_146.png	Abby_190.png	Emma_229.png	Christine_136.png	Jesse_111.png	Helen_146.png	0.989	1.0334	1.0393	1.0434	1.0489	1.0505
Paula_188.png	Joel_221.png	Eva_188.png	Ann_171.png	Christina_1.png	Elizabeth_202.png	Christine_201.png	1.059	1.0837	1.0889	1.1018	1.106	1.109
Gabriel_271.png	Tony_150.png	Marc_131.png	Linda_158.png	Sergio_106.png	Jamie_162.png	Jacob_191.png	1.0676	1.1044	1.1163	1.1193	1.1285	1.1286
Lucas_207.png	Emma_326.png	Marc_24.png	Brian_129.png	Nathan_195.png	Dylan_103.png	Matthew_226.png	1.0342	1.0485	1.128	1.1364	1.1479	1.1542
Rick_159.png	Marc_146.png	Joseph_184.png	Lauren_141.png	Tina_128.png	Cindy_174.png	Paula_146.png	1.0714	1.1018	1.1063	1.1076	1.1411	1.1455
Jesse_224.png	Oliver_301.png	Patrick_174.png	Emma_293.png	Mike_232.png	Jacob_357.png	Joel_175.png	1.0202	1.0236	1.0444	1.073	1.1012	1.1236
Elizabeth_20.png	Michelle_155.png	Elena_284.png	Zoe_365.png	Julie_188.png	Ian_21.png	Joel_175.png	0.9385	0.9706	1.0253	1.0403	1.0465	1.0472
Dylan_320.png	Aaron_118.png	Brian_129.png	Brandon_126.png	Jim_127.png	Jesse_168.png	Matthew_221.png	1.0854	1.0886	1.0923	1.1022	1.1045	1.1068
Emma_252.png	Erin_162.png	Sue_29.png	Jamie_124.png	Anna_113.png	Jo_190.png	Julie_149.png	1.0413	1.0567	1.0624	1.0663	1.0812	1.0903
Sue_125.png	Sofia_131.png	Ann_227.png	Patricia_186.png	Nancy_25.png	Emily_115.png	Kim_169.png	1.0617	1.0796	1.0814	1.0979	1.1059	1.1119
Jamie_135.png	Jackie_12.png	Ann_147.png	Lisa_160.png	Olivia_344.png	Emma_230.png	Angela_177.png	1.0583	1.0638	1.0856	1.0895	1.094	1.1034
Natalia_14.png	Barbara_150.png	Rebecca_181.png	Samantha_105.png	Linda_299.png	Erin_105.png	Jeff_160.png	1.0523	1.0549	1.0595	1.078	1.0999	1.1047
Dylan_331.png	Nathan_138.png	Jacob_135.png	Patrick_185.png	Jake_125.png	Kevin_19.png	Sergio_108.png	0.9967	1.0902	1.1029	1.1052	1.1143	1.117
Jim_272.png	Lauren_155.png	Jake_332.png	Rebecca_28.png	Christina_146.png	Rebecca_110.png	Melissa_164.png	0.9735	1.0047	1.0317	1.0425	1.0623	1.0666
Christina_153.png	Sofia_31.png	Vanessa_27.png	Ann_227.png	Katie_18.png	James_132.png	Kelly_208.png	1.056	1.0648	1.0729	1.0853	1.088	1.0902
Vanessa_162.png	Ian_215.png	Rachel_20.png	Melissa_203.png	Sofia_16.png	Tony_214.png	Danielle_16.png	1.038	1.0709	1.0801	1.0808	1.0907	1.0913
Leah_214.png	Maggie_135.png	Jacob_231.png	Paula_101.png	Gabriel_301.png	Rachel_259.png	Lisa_210.png	1.0043	1.0334	1.0459	1.0496	1.0656	1.0722
Kyle_138.png	Joel_171.png	Tyler_161.png	Jim_275.png	Nathan_159.png	Jon_214.png	Joseph_116.png	0.9618	1.03	1.0317	1.0505	1.0722	1.0774
Amanda_183.png	Katie_158.png	Lauren_110.png	Emma_164.png	Lauren_173.png	Tina_138.png	Kate_142.png	0.9846	1.0055	1.0057	1.0209	1.0228	1.0376
Lauren_1.png	Cindy_117.png	Cindy_145.png	Elena_20.png	Katie_110.png	Helen_123.png	Jo_107.png	0.926	0.9261	0.9631	0.9662	0.9922	0.9953
Danielle_124.png	Linda_259.png	Emma_230.png	Joseph_168.png	Leah_103.png	Abby_152.png	Vanessa_182.png	1.0559	1.0707	1.0752	1.119	1.1201	1.1211
Erin_149.png	Jeff_160.png	Kate_11.png	Patricia_127.png	Amanda_2.png	Elizabeth_145.png	Samantha_188.png	1.064	1.1123	1.1173	1.1182	1.1193	1.1212
Helen_27.png	Cindy_176.png	Olivia_22.png	Stephanie_24.png	Katie_110.png	Christina_125.png	Cindy_142.png	0.9654	1.0291	1.0407	1.0469	1.0484	1.0593
Nancy_2.png	Patrick_106.png	Joseph_244.png	Christina_148.png	Barbara_187.png	Emma_315.png	Kate_163.png	1.0067	1.0275	1.0638	1.069	1.0794	1.0976
Paula_24.png	Sarah_109.png	Christina_164.png	Elizabeth_200.png	Nancy_117.png	Julie_162.png	Jackie_171.png	0.9701	0.9897	0.9969	1.0024	1.0231	1.0256
Emma_145.png	Ann_15.png	Marc_11.png	Stephanie_166.png	Danielle_188.png	Kelly_108.png	Amanda_150.png	0.9597	0.972	0.9822	0.9848	1.0312	1.0325
Kevin_145.png	Kate_269.png	Brian_128.png	Jeff_194.png	Chris_148.png	Joel_198.png	Gabriel_254.png	1.1083	1.1218	1.1369	1.1817	1.1823	1.1865
Rick_31.png	Annie_150.png	Brian_196.png	Anthony_15.png	Joey_112.png	Nick_240.png	Jake_241.png	0.9971	1.0625	1.0667	1.0705	1.0918	1.1046
Jane_140.png	Emma_145.png	Ann_188.png	Lisa_163.png	Angela_100.png	Kim_182.png	Linda_185.png	1.0426	1.073	1.1031	1.1044	1.1048	1.1055
Sofia_269.png	Samantha_173.png	Elizabeth_218.png	Chris_196.png	Angela_172.png	Elena_290.png	Katie_204.png	1.0381	1.0522	1.0609	1.0623	1.0733	1.0804
James_12.png	Natalia_113.png	Tina_110.png	Stephen_159.png	Steven_129.png	Kevin_29.png	Nick_16.png	1.0959	1.1057	1.11	1.1101	1.1144	1.1196
Danielle_194.png	Sofia_224.png	Erin_23.png	Stephanie_11.png	Sarah_174.png	Zoe_103.png	Rebecca_178.png	1.0252	1.0627	1.0797	1.0825	1.0954	1.0988
Chris_164.png	Tina_28.png	James_128.png	Joseph_179.png	Tony_277.png	Ivan_180.png	Oliver_118.png	0.9087	1.0398	1.0498	1.0509	1.0614	1.0788
Marc_146.png	James_115.png	Joseph_184.png	Rick_159.png	Danny_19.png	Jim_116.png	Rick_185.png	0.9838	1.0633	1.0714	1.0765	1.0768	1.0912
Anthony_104.png	Jonathan_179.png	David_116.png	Jeff_193.png	James_212.png	Lucas_193.png	Kevin_156.png	1.0252	1.0587	1.0995	1.1052	1.1113	1.1135
Andrea_165.png	Jackie_12.png	Melissa_213.png	Paula_125.png	Stephanie_166.png	Ann_188.png	Jamie_217.png	1.009	1.024	1.0328	1.0438	1.0616	1.062
Jon_107.png	Chris_191.png	Helen_118.png	Chris_131.png	Natalia_131.png	Noah_373.png	Jim_222.png	1.1333	1.1487	1.1514	1.1522	1.1588	1.1708
Anna_14.png	Christine_20.png	Kate_166.png	Barbara_147.png	Danielle_187.png	Jackie_180.png	Danielle_105.png	1.0333	1.0403	1.0821	1.0865	1.0968	1.105
Matthew_121.png	Rebecca_258.png	Sofia_31.png	Lauren_1.png	Cindy_145.png	Jacob_268.png	Marc_118.png	0.9719	1.0107	1.0344	1.0387	1.0399	1.0483
Joey_203.png	Joseph_148.png	Mike_191.png	Mike_232.png	Gary_267.png	Brian_138.png	David_27.png	0.9762	1.0548	1.0713	1.1012	1.1159	1.1201
Michelle_153.png	Olivia_168.png	Melissa_166.png	Abby_247.png	Nancy_123.png	Vanessa_195.png	Leah_236.png	1.0717	1.0887	1.0926	1.0963	1.0968	1.107
Sarah_100.png	Kate_146.png	Lauren_150.png	Annie_127.png	Paula_184.png	Olivia_312.png	Jackie_117.png	1.0541	1.0885	1.0901	1.096	1.128	1.1296
Evan_257.png	Jim_152.png	Anna_121.png	Leah_218.png	Michelle_259.png	Dylan_162.png	Jacob_107.png	1.0627	1.0896	1.1019	1.1157	1.1224	1.1251
Annie_177.png	Emma_315.png	Emma_15.png	Cindy_106.png	Helen_18.png	Barbara_124.png	Jo_28.png	1.0355	1.0864	1.0886	1.0961	1.1117	1.1247
Angela_116.png	Anna_184.png	Barbara_113.png	Olivia_361.png	Kate_162.png	Sarah_166.png	Leah_212.png	0.9806	1.0339	1.0506	1.0658	1.0673	1.0713
Samantha_192.png	Maggie_133.png	Emma_193.png	Helen_186.png	Angela_145.png	Melissa_164.png	James_165.png	1.0538	1.0619	1.1236	1.1263	1.1362	1.141
Samantha_155.png	Rebecca_117.png	Emma_330.png	Emma_207.png	Helen_108.png	Emily_238.png	Leah_288.png	0.9854	0.999	1.0346	1.0365	1.0421	1.0448
Maggie_134.png	Helen_151.png	Jake_202.png	Brian_155.png	Stephen_240.png	Joseph_226.png	Barbara_130.png	1.0429	1.0607	1.0813	1.0861	1.0865	1.0904
Nick_125.png	Eric_34.png	Tyler_218.png	Evan_216.png	Anthony_18.png	Jacob_178.png	Kyle_25.png	0.9565	1.043	1.0724	1.0871	1.0919	1.0953
Emily_171.png	Monica_203.png	Abby_145.png	Emma_277.png	Lauren_238.png	Sue_15.png	Matthew_308.png	1.0294	1.0328	1.0692	1.0804	1.1097	1.1191
Greg_1.png	Brian_111.png	Tony_311.png	Aaron_129.png	Sue_166.png	Joel_156.png	Jason_111.png	1.0992	1.1007	1.11	1.1137	1.1188	1.13
Evan_208.png	Tyler_214.png	Andrea_168.png	Amanda_184.png	Matthew_134.png	Jesse_161.png	Emma_273.png	0.9782	1.0408	1.0454	1.0461	1.048	1.0558
Gary_29.png	Danny_141.png	Cindy_197.png	Tina_28.png	Kyle_22.png	Brandon_201.png	Grace_297.png	0.9834	1.0053	1.028	1.0461	1.0907	1.1147
Paula_209.png	Nancy_217.png	Olivia_294.png	Cindy_186.png	Ivan_155.png	Monica_216.png	Nathan_117.png	1.0267	1.0528	1.0577	1.0698	1.0832	1.0844
Jake_317.png	Lucas_292.png	David_3.png	Anthony_13.png	Victor_199.png	Brian_201.png	Eva_2.png	1.1465	1.1533	1.1537	1.154	1.1591	1.1621
Marc_169.png	Jackie_217.png	Joel_136.png	Kim_207.png	Jane_186.png	Steve_200.png	Joey_203.png	1.0635	1.0875	1.0888	1.1358	1.1448	1.1462
Sarah_105.png	Barbara_118.png	Kate_116.png	Samantha_185.png	Samantha_150.png	Zoe_311.png	Jane_108.png	0.9879	1.0173	1.0176	1.0215	1.0277	1.0334
Maggie_113.png	Katie_189.png	Lisa_160.png	Jackie_12.png	Lauren_172.png	Paula_219.png	Christine_191.png	1.0647	1.0923	1.0957	1.1057	1.1066	1.1113
Thomas_186.png	Gabriel_238.png	Jason_25.png	Evan_222.png	Ivan_195.png	Jon_178.png	Danny_113.png	1.1371	1.1745	1.1978	1.1996	1.2052	1.2077
Grace_108.png	Monica_169.png	Jon_200.png	Kim_197.png	Cindy_135.png	Nancy_256.png	Abby_12.png	0.9525	0.9609	1.0103	1.0193	1.0197	1.0239
Patrick_232.png	Samantha_173.png	Elena_166.png	Dylan_128.png	Christine_191.png	Abby_148.png	Olivia_326.png	0.9861	1.0688	1.0732	1.0754	1.0891	1.0897
Anna_186.png	Helen_196.png	Tina_127.png	Angela_101.png	Rachel_265.png	Christina_109.png	Kim_1.png	0.9794	0.9956	1.0054	1.0355	1.065	1.0749
James_223.png	Kelly_210.png	Joel_214.png	Jason_179.png	Aaron_187.png	Gary_191.png	Brian_186.png	1.0587	1.0629	1.0759	1.085	1.094	1.1113
Abby_162.png	Ann_164.png	Linda_185.png	Marc_150.png	Sarah_234.png	Angela_162.png	Paula_118.png	0.9577	0.98	0.9888	1.0034	1.0057	1.0088
Dylan_133.png	Nathan_191.png	Jon_178.png	Joey_21.png	Marc_131.png	Matthew_279.png	Julie_127.png	1.0922	1.093	1.1028	1.1039	1.1147	1.1177
Gabriel_112.png	Anna_167.png	Gary_140.png	Lauren_22.png	Jacob_268.png	Kevin_22.png	Joel_198.png	1.0743	1.0949	1.099	1.1168	1.1176	1.1245
Steven_181.png	Danny_157.png	Kyle_146.png	Jon_100.png	Nathan_138.png	Gabriel_294.png	Oliver_219.png	1.0851	1.097	1.101	1.1066	1.1155	1.1232
Eva_117.png	Lisa_132.png	Abby_13.png	Christina_148.png	Helen_133.png	Katie_109.png	Emma_193.png	1.0587	1.0636	1.0748	1.1071	1.1133	1.1162
Michelle_185.png	Angela_151.png	Angela_152.png	Eva_196.png	Vanessa_102.png	Maggie_160.png	Marc_168.png	1.0245	1.0542	1.069	1.0778	1.0879	1.1162
Jackie_238.png	Kate_182.png	Leah_170.png	Erin_170.png	Lauren_11.png	Amanda_177.png	Linda_227.png	1.0226	1.0614	1.0782	1.0889	1.1135	1.1174
Tony_35.png	Rick_17.png	Stephanie_24.png	Kim_171.png	Ian_113.png	Angela_173.png	Zoe_147.png	0.9791	1.0494	1.0539	1.065	1.0664	1.0823
David_151.png	Ian_169.png	Amanda_142.png	Stephen_21.png	Stephen_165.png	Oliver_270.png	Anthony_123.png	1.0529	1.0706	1.0922	1.0973	1.1052	1.1065
Natalia_137.png	Eva_179.png	Oliver_274.png	Lauren_123.png	Elizabeth_168.png	Helen_180.png	Jake_103.png	1.0743	1.0947	1.1223	1.1269	1.1324	1.1339
Emily_21.png	Anna_139.png	Eva_233.png	Sofia_224.png	Jamie_114.png	Patricia_123.png	Kim_153.png	1.0842	1.1017	1.1097	1.1137	1.119	1.1207
Amanda_102.png	Jamie_183.png	Jake_314.png	Danny_196.png	Dylan_243.png	Natalia_129.png	Erin_26.png	1.0747	1.0771	1.0793	1.087	1.089	1.091
Erin_109.png	Annie_10.png	Andrea_166.png	Amanda_148.png	Kim_132.png	Andrea_177.png	Nathan_117.png	0.9794	1.03	1.0586	1.06	1.0601	1.0644
Jesse_16.png	Anthony_120.png	Gabriel_247.png	Greg_141.png	Jason_30.png	Nicolas_17.png	Gabriel_251.png	1.05	1.0548	1.0863	1.09	1.1054	1.1081
Christina_108.png	Jamie_146.png	Kim_222.png	Emily_109.png	Evan_116.png	Grace_118.png	Lauren_24.png	1.0439	1.0592	1.0874	1.0888	1.0896	1.0906
Jon_176.png	Joel_156.png	Nick_193.png	Lucas_333.png	Jo_23.png	Linda_240.png	Jesse_168.png	1.0322	1.0699	1.0706	1.1156	1.1166	1.1178
Thomas_101.png	Steve_247.png	Aaron_105.png	Ivan_144.png	Tony_313.png	Monica_203.png	Nathan_269.png	1.1678	1.1694	1.175	1.1918	1.1969	1.1976
Jane_201.png	Patricia_12.png	Zoe_233.png	Michelle_258.png	Melissa_189.png	Emma_339.png	Patricia_115.png	1.1354	1.1475	1.1486	1.1604	1.1621	1.1808
Anna_125.png	Nick_137.png	Grace_301.png	Christina_121.png	Zoe_10.png	Sue_178.png	Rachel_114.png	0.9561	0.9606	0.9633	0.9723	1.0364	1.0418
Elena_24.png	Chris_194.png	Melissa_213.png	Abby_220.png	Tina_178.png	Zoe_147.png	Grace_281.png	1.0012	1.0626	1.0636	1.0705	1.0786	1.0983
Melissa_166.png	Stephen_104.png	Olivia_131.png	Grace_301.png	Amanda_107.png	Emma_226.png	Vanessa_106.png	1.0218	1.0275	1.0392	1.0483	1.0698	1.0831
Elizabeth_175.png	Leah_101.png	Lauren_146.png	Anthony_183.png	Erin_174.png	Anna_182.png	Marc_137.png	0.9987	1.042	1.0812	1.0845	1.0856	1.0886
Brandon_190.png	Aaron_233.png	Oliver_314.png	Greg_26.png	Rebecca_116.png	Aaron_152.png	Joey_122.png	1.0302	1.0896	1.0941	1.0975	1.1044	1.114
Samantha_20.png	Abby_194.png	Evan_119.png	Emma_163.png	Stephanie_174.png	Jesse_111.png	Kim_121.png	1.0361	1.0372	1.0578	1.0642	1.0693	1.0719
Sarah_110.png	Natalia_177.png	Emma_315.png	Lisa_145.png	Annie_187.png	Grace_181.png	Tyler_23.png	1.0183	1.0324	1.0486	1.0496	1.0538	1.063
Kate_165.png	Patricia_123.png	Christine_191.png	Linda_218.png	Samantha_124.png	Rachel_182.png	Monica_240.png	1.0876	1.1068	1.1101	1.1339	1.1405	1.1427
